dr,name,citsci
dr15886,"CSIRO, Cruise SS200404, Benthic Biodiversity, Tasmanian Coast; Bass Strait; Tasman Sea; NSW Coast, 2004",N
dr5092,Chironomids of Hawai'i I,Y
dr700,Richard Hartland - Photographs of Flora and Fungi,Y
dr2185,Geometridae: Geometer Moths of Hawai'i I,Y
dr3378,NSW Bird Atlassers - Field Data,Composite
dr2989,Agromyzidae: Leaf-miner Flies of Hawai'i IV,Y
dr23115,"Tracking 21 White-necked Petrels (Pterodroma cervicalis) from Phillip Island (Norfolk Island), Tasman Sea (2019)",N
dr668,Mammals on Australian Islands  ,N
dr16269,"Toxicity of copper, cadmium and zinc to Macquarie Island marine invertebrates 2012/15",N
dr1762,Vespidae: Wasps of Hawai'i II,Y
dr5410,Pteromalidae II,Y
dr153,Moss sampling in the Windmill Islands and the Vestfold Hills,N
dr5321,Ephydridae: Shore Flies of Hawai'i X,Y
dr6449,Figitidae: Subfamily Eucoilidae,Y
dr17751,Bush Blitz ACT 2018 expedition,N
dr4981,Eulophidae of Hawai'i I,Y
dr2493,Owlet Moths of Hawai'i (Noctuidae) III,Y
dr451,Australian Succulents,Y
dr5376,Pteromalidae I,Y
dr5323,Ephydridae: Shore Flies of Hawai'i XI,Y
dr5320,Ephydridae: Shore Flies of Hawai'i IX,Y
dr15883,"Blue Whale Study aerial surveys, southern Australia 2002-2007",N
dr23162,"South Coast Tasmania BRUVS data, Australia (2014 - 2015)",N
dr7813,Kimberley Islands Biodiversity Survey (Bats),N
dr5324,Ephydridae: Shore Flies of Hawai'i XII,Y
dr6575,Tortrix Moths of Hawai'i (Tortricidae) III,Y
dr6680,Hawaiian Hemipterans III (Unsorted Hemiptera),Y
dr9915,Australian Institute of Marine Science (AIMS)  Zooplankton community structure in Nearshore waters of the Great Barrier Reef. (2000 - 2002),N
dr15771,Hawthorne Canal Birdwatching Survey,Y
dr6744,Hawaiian Pyraloidea I,Y
dr6767,Hyposmocoma V,Y
dr23122,Cetaceans and seabirds along the Indian Ocean 110E meridian (Second International Indian Ocean Expedition (IIOE-2) expedition) RV Investigator voyage IN2019_V03 (2019),N
dr4499,Canacidae: Beach Flies of Hawai'i VIII,Y
dr15913,"NESP A9: Grey Nurse Shark tissue sample collection, Australia (2002-2017)",N
dr6450,Eurytomidae,Y
dr7453,"RV Investigator Voyage IN2016_T02 Seabird Observations, Australia (2016)",N
dr9911,"Australian Institute of Marine Science (AIMS) - Surveys of Octocorals in the Rowley Shoals Marine Park and the Mermaid Reef National Marine Nature Reserve, Western Australia (2007)",N
dr9910,"Australian Institute of Marine Science (AIMS) - Surveys of Octocoral communities, benthic cover and environmental factors on coral reefs of Palau (2003 - 2005)",N
dr15928,"Oceanic Shoals Commonwealth Marine Reserve - Pelagic baited camera surveys (stereo-BRUVS), Australia (2012)",N
dr23230,"Sponges of the Recherche Archipelago , Western Australia (2003-2004)",N
dr1888,City of Sydney Council Fauna Sightings,N
dr457,Auswildlife,Y
dr144,"Marine fauna survey of the Vestfold Hills and Rauer Island, 1981-82",N
dr23185,"Surveys of Macrocystis pyrifera (giant kelp) on the East Coast of Tasmania, Australia (1954 1999)",N
dr730,Records of the Western Australian Microbial Culture Collection,N
dr843,Climate Change Adaptation Research Program (CCARP) Database of Watering Requirements - Images,N
dr19045,Rocky Shore Citizen Science,Y
dr6570,Tortrix Moths of Hawai'i (Tortricidae) IV,Y
dr968,ACT Bioblitz Moth Survey,Y
dr4500,Canacidae: Beach Flies of Hawai'i IX,Y
dr17838,"WAMSI Node 3.2.1 - Diversity, abundance and habitat utilisation of sharks and rays, Ningaloo Marine Park, Western Australia (2007-2009) - tracking data",N
dr9908,"Australian Institute of Marine Science (AIMS) - Surveys of Octocoral communities, benthic cover and environmental factors on coral reefs of Milne Bay, Papua New Guinea (2002)",N
dr358,Butterflies of Gordon Park,Y
dr7430,"RV Investigator Voyage IN2016_V06 Seabird Observations, Australia (2016)",N
dr1917,Sphecidae: Thread-Waisted Wasps of Hawai'i II,Y
dr1854,Buccaneer Archipelago Flora Survey,N
dr23170,Location of  stopping sites from satellite tracking of 25 bar-tailed godwits (Limosa lapponica)  in the East AsianAustralasian Flyway (EAAF). (2015-2017),N
dr7807,Avon Baselining - Invertebrates,N
dr483,Phytoplankton samples - 2001/02 V3 CLIVAR,N
dr23212,"RV Investigator Voyage IN2017_V04 Cetacean and Seabird Observations, Tasman Sea, Australia (2017)",N
dr6683,Bark Beetles of Hawaii (subfam. Scolytinae),Y
dr16254,Length and weight of Antarctic Rock Cod (Trematomus bernacchii) from sites adjacent to Davis Station 2012/13,N
dr4503,Anthomyiidae Flies in Hawai'i,Y
dr6540,Milwaukee Public Museum Crayfish Expedition 5,Y
dr4896,The Gall Gnats of Hawai'i (Cecidomyiidae) I,Y
dr1189,Australian National Insect Collections - Bees,Y
dr19034,Discovery Circle BioBlitz events,Y
dr23178,Tracking Olive Ridley turtles off Cape York Peninsula using satellite tags (2010),N
dr156,"Moss species from Heard Island, 1987 and 2000",N
dr15935,Sample locations for Genetic and Genomic data for scalloped hammerheads (Sphyrna lewini) Australia (2007-2016),N
dr15921,"North Marine Region sea turtle captures by prawn trawls (DEW collation), Australia (1991-1998)",N
dr4502,Canacidae: Beach Flies of Hawai'i X,Y
dr453,Marine Life Society of South Australia,N
dr20598,Clarence Valley Koala Habitat Restoration Project,Y
dr23238,"Pelagic fish food web linkages, Queensland, Australia (2003-2005)",N
dr478,Diatoms from SAZ Sediment traps,N
dr21723,Southern Tablelands Koala Habitat Restoration Project,Composite
dr23130,"Seagrass meadows of Hervey Bay and the Great Sandy Strait, Queensland, derived from field surveys conducted 6-14 December, 1998, Australia",N
dr6743,Hawaiian Pyraloidea V,Y
dr14581,Maximising fish detection with eDNA metabarcoding,N
dr23231,"Maximising fish detection with eDNA metabarcoding, Browse Island, Australia (2017)",N
dr382,ABRS Flora of Australia Online,N
dr532,Australian Fungi- A Blog,Y
dr6765,Hyposmocoma II,Y
dr9954,"Northern Territory Seabird colonies, Australia (1999)",N
dr23234,"Shorebird observations at Ashmore Reef by the Australian Wader Survey Group, Australia (1998-2003)",N
dr16817,"Seagrass meadows of Arnhem Land, Kakadu and Gulf of Carpentaria",N
dr7455,"CSIRO, Cruise SS199402, Marine Biological Survey, Southeast Australia, 1994",N
dr9909,"Australian Institute of Marine Science (AIMS) - Surveys of Octocoral communities, benthic cover and environmental factors on coral reefs of Torres Strait, Australia (1999)",N
dr897,Australian National Insect Collection - Euryglossinae Bee Expedition 1:,N
dr898,Australian National Insect Collection - Euryglossinae Bee Expedition 2,N
dr7887,Cool Country South Koala Project,Y
dr1109,ACT and Southern Tablelands Weed Spotter,Y
dr1700,Gryllidae: “True Crickets” of Hawai'i,Y
dr14192,Riverina - NSW Waterwatch,Y
dr20147,Agnes Water Turtle Monitoring,Composite
dr387,Australian Museum Factsheets,N
dr14190,North West - NSW Waterwatch,Y
dr2167,Cactophilic Drosophila and Opuntia,N
dr21971,Richmond River - Riparian Restoration,Composite
dr1744,Wyndham Weeds,Y
dr23173,Historical datasets of dugong (Dugong dugon) observations in the Kimberley region of Western Australia (1985),N
dr16225,Abatus Microsatellites data set 2009/13,N
dr94,Orca observations from the shores of Macquarie Island,N
dr151,Rotifers of Macquarie Island,N
dr1697,Pulelehua of Hawai'i: Butterflies and Skippers,Y
dr7965,Dirk Hartog Island Birds,N
dr8131,"Location and transport of early life stages of West Australian Dhufish, Glaucosoma hebraicum.",N
dr22564,Killarney bird list,Y
dr6769,Hyposmocoma IV,Y
dr18267,Ragwort biocontrol,N
dr486,Phytoplankton samples - 2006/07 V3 SAZ-Sense,N
dr7577,City of Kalamunda Biodiversity Inventory,N
dr9952,"North Marine Region sawfish collection records (DEW collation), Australia (1912 - 2004)",N
dr22560,"Arbuthnot St, Kelmscott Western Australia",Y
dr23829,"Seabird observations by John Hatch on the research vessel RV Franklin from Hobart to Adelaide, Australia (1987)",Composite
dr462,Spiders of Australia,N
dr928,Jervois and Karinga Flora,N
dr1183,ANIC Cockroach Slides Expedition,Y
dr1682,Sphinx moths of Hawai'i,Y
dr22559,Scenic Rim Bioblitz 2017,Y
dr4608,Condamine Alliance,Y
dr421,Wolf Spiders of Australia,N
dr18773,"Cephalopod specimens from RV Investigator voyage IN2017_v04, Tasman Sea, Australia (2017)",N
dr16264,Gross body measurements of Antarctic Rock Cod (Trematomus bernacchii) collected at sites adjacent to Casey Station 2012/13,N
dr5475,Macquarie University Biodiversity and Conservation Student Observations,N
dr21970,Port Macquarie-Kempsey Koala Habitat Restoration Project,Composite
dr458,Steve Dew's Aussiecreatures,Y
dr6599,Drosophilidae Leaf Breeders - Spoonfoot VII,Y
dr23208,"Breeding success of Southern Australian little penguins, Australia (1990-2017)",N
dr19093,Greta Valley Nest Box Monitoring ,Composite
dr484,Phytoplankton samples - 2001/02 V7 LOSS,N
dr15895,"Enigmatic declines of Australias sea snakes from a biodiversity hotspot. Survey of seasnakes at Ashmore Reef, Australia (1973 - 2007)",N
dr2657,Plant pests of the Australasian-Pacific region: Scale insects,Y
dr452,Bill Leithead's Web Site,Y
dr16912,"RV Investigator Voyage IN2016_V04 Cetacean and Seabird Observations, Tasman Sea, Australia (2016)",N
dr23214,"The Dinoflagellate genus Tripos  along 110E in the south-east Indian Ocean, 2nd Indian Ocean Expedition (IIOE-2). RV Investigator voyage IN2019_V03 (2019)",N
dr22045,Coffs to Nambucca Koala Habitat Restoration Project,Composite
dr23149,"Aerial surveys of giant kelp (Macrocystis pyrifera) from Musselroe Bay to Southeast Cape, Tasmania, 2019",N
dr21969,MidCoast/Port Stephens Koala Habitat Restoration Project,Composite
dr698,"Re-examination of the reef corals of Cocos (Keeling) Atoll, Charlie Veron",N
dr23117,"Reef corals of Cocos (Keeling) Islands, north-western Australia (Australian Indian Ocean Territory), 1989",N
dr15941,"West Australian Marine Science Institute (WAMSI) Node 1.1.3 - Marmion Benthic Survey 2007 (Southern Surveyor voyage SS200704), Australia",N
dr9907,"Australian Institute of Marine Science (AIMS) - Surveys of Octocoral communities, benthic cover and environmental factors on coral reefs of Hong Kong. (1999)",N
dr23196,Records of vagrant phocid seals (family Phocidae) and fur seals (family Otariidae) in South Australia (1913-2012),N
dr7671,Yellow-tailed Black-Cockatoo sightings in the Ginninderra Creek catchment,N
dr84,Whale log - observations from ANARE voyages,Y
dr4625,Great Eastern Ranges - Southern Highlands,Y
dr23161,"Fecundity and egg size of giant crabs (Pseudocarcinus gigas), Australia (1995)",N
dr15926,Observations of seabirds in Macquarie Island waters (1999),N
dr152,"Duck sightings per month, Macquarie Island",N
dr15894,"Emiliania huxleyi populations at the Subantarctic  SOTS and SAM moorings sites, Australia and New Zealand (2009-2012)",N
dr18254,Onopordum thistle biocontrol,N
dr4635,Michael Barkla's Observations,Y
dr15889,"Coral data from Lizard Island, Queensland, Australia (2015-2016)",N
dr16222,"Biology of Southern Ocean squid, ecological importance and potential commercial implications - a preliminary assessment 1995/2006",N
dr16233,"Royal penguin Eudyptes schlegeli census and observations at North Head, Macquarie Island 1952/53",N
dr1695,Drimiopsis of Africa,Y
dr613,Girraween National Park,N
dr7706,Thornlands and surrounds avifauna and herpetofauna surveys,N
dr399,Ladybirds of Australia,N
dr9949,"NERP Marine Biodiversity Hub, Theme 1 - Tasman Fracture Commonwealth Marine Reserve Pilot Study - Lobster Potting Component",N
dr23379,Evolutionary study of Drosphilid flies,N
dr16072,Crofton weed biocontrol,Y
dr16234,"Whale Observations from the British, Australian and New Zealand Antarctic Research Expedition (BANZARE) voyages 1929-30 and 1930-31",N
dr9100,Lilaeopsis brisbanica Population Study,N
dr16270,Toxicity of copper to three Macquarie Island marine gastropods 2013/15,N
dr23649,"Arafura Sea Biological Survey Report on RV Southern Surveyor Expedition 05/2005, 28 April - 28 May 2005",N
dr15905,Indo-Pacific bottlenose dolphin observations in the Clarence River 2003-2006,N
dr23503,Trawl and grab infaunal samples from the Great Australian Bight - Southern Surveyor voyage SS2010_T02 (2010),N
dr475,"Bunger Hills, 1999/2000 survey - nest sites of snow petrels Pagodroma nivea",N
dr19100,Nature of Eyre Peninsula BioBlitz,Y
dr21968,Greater Sydney Koala Habitat Restoration Project,Composite
dr9917,Australian Sea Lion and New Zealand Fur Seal Distribution Database  from Coastal and Marine Resources Information System (CAMRIS),N
dr489,RMT Trawl catch from the 1983/84 V5 ADBEX II voyage,N
dr23684,Cudgen Nature Reserve Habitat Restoration,Composite
dr19435,Seed collection for North Coast Local Land Services,Y
dr5375,Milwaukee Public Museum Crayfish Expedition 1,Y
dr23236,Pelagic baited camera (stereo-BRUVs) survey of the Bremer Marine Park and adjacent areas (NESP Emerging Priorities Project EP2),Composite
dr139,Kelp rafts in the Southern Ocean,N
dr14185,Central Tablelands - NSW Waterwatch,Y
dr166,Squid specimens from the 1991/92 V6 AAMBER2 voyage,N
dr447,Lifeunseen,Y
dr10368,Weed Population Genetics,N
dr16271,Resilience of Antarctic marine benthic invertebrates and the ecological consequences of environmental change - Amphipod Data 2002/10,N
dr416,Weeds in Australia,N
dr572,Tasmanian Spiders,Y
dr9953,"North Marine Region whaler shark collection records (DEW collation), Australia (1999- 2005)",N
dr13802,Burgoigee Creek Landcare Nest Box Monitoring ,Y
dr16229,Southern Giant Petrel census data within the Australian Antarctic Territory,N
dr356,Littlewood Species List,Y
dr15927,"Occurrence and distribution of marine wildlife in the Bremer Bay region, Western Australia, Australia (2017)",N
dr23235,"Census of annual pup production by Australian fur seal populations, Australia (1986-2015)",N
dr627,Sassafras,Y
dr16250,The Ecology and Biogeography of Heard Island Marine Benthos 1987/88,N
dr18269,Cape broom biocontrol,N
dr21965,Southern Highlands Koala Habitat Restoration Project,Composite
dr16909,"Distribution of seabirds at sea in the Gulf of Carpentaria, Australia (1990-1991)",N
dr19731,Bringing back the Richmond Birdwing Butterfly to Brisbane,Y
dr7808,Avon Baselining - Waterbirds,N
dr16218,2016 Aerial survey data of southern right whales (Eubalaena australis) off southern Australia,N
dr16238,"Survey of benthic and other marine invertebrates of Prydz Bay, 1990/91 Voyage 6",N
dr23202,"Sampling of the host-specific parasitic copepod Pandarus rhincodonicus from Whale Sharks (Rhincodon typus), Ningaloo, Western Australia (2016-2022)",N
dr545,Tumbi Wetlands,Y
dr6574,Milwaukee Public Museum Crayfish Expedition 6,Y
dr19066,Mosman Wildlife Sightings ,Composite
dr21666,Matted Flax-lily in Cherry St Reserve,Not Coded
dr22365,BRUVS - Bush Blitz Great Australian Bight Fish Data,N
dr10635,Stoney Creek area of Samford Valley recorded by Michael Curran,Y
dr6975,Plants Of The Green Line - Woolsthorpe Section,Y
dr450,The Unique Flora of Tasmania,N
dr5917,Newhaven Sanctuary observations,N
dr19058,Tree Hollows in Wyndham,Y
dr7810,Berkeley subregion mammals,N
dr19036,BioCondition Lite Audits 202122 Ausecology,N
dr15084,St John's wort biocontrol,Y
dr2656,NZAC Native Bees – Part 1,Composite
dr15906,Indo-Pacific bottlenose dolphin observations in the Richmond River 2003-2006,N
dr1855,Buccaneer Archipelago Herps Survey,N
dr15085,Cockatoos in the Hood,Y
dr8216,Surveys of Orpheus Island by James Cook University staff and students,N
dr161,"Heard Island Shag Phalacrocorax nivalis census, Heard Island 1992",N
dr16221,"Cape Darnley Early-Autumn Phytoplankton Bloom, March 2012",N
dr23217,"Incidental sea snake and turtle bycatch records from the RV Southern Surveyor voyage SS199510, Gulf of Carpentaria, Australia (Nov 1995)",N
dr12091,Herpetofauna NSW Survey April2019,N
dr17116,Sea Search,Y
dr23111,Ashmore Reef Marine Park Environmental Assessment 2019 - Shorebird and Seabird counts,N
dr15884,"Blue Whale Study aerial surveys, southern Australia, 2007-2012",N
dr449,Russell Kightley Media,Y
dr16911,Historic Vessel Strikes with Whales in Australian Waters (1872-2015),N
dr585,Barry Armstead Photography,Y
dr19060,Artichoke Thistle Monitoring (Cynara cardunculus),N
dr9922,"CSIRO, Cruise SS200803, Marine Biological Survey, Great Australian Bight; South Australian and Tasmanian continental slope, 2008",N
dr19088,Wildlife Discovery on your Landcare site using infrared wildlife cameras,Composite
dr701,Panboola Wetlands Mammals Survey,Y
dr1057,ECOLINC: BIODIVERSITY OF THE WESTERN VOLCANIC PLAINS SIGHTINGS,Y
dr21993,Greening Australia,Composite
dr23156,"Measurements of the salp Pyrosoma atlanticum, RV Investigator voyage IN2017_V04, Tasman Sea, Australia (2017)",N
dr15033,Thredbo Park Bushcare Group,Y
dr18270,Horehound biocontrol,N
dr17868,BioCondition,Y
dr23204,White shark (Carcharodon carcharias) tagging along eastern Australia (2007-2017),N
dr15933,"RV Investigator Voyage IN2017_V01 Whale Observations, Sabrina coast, Antarctica (2017)",N
dr23135,"CSIRO research in Tasmanian waters of the scallop  Pecten fumatus, Australia (1985-1992)",N
dr463,Blue Tier,Y
dr15915,NESP MBH D1 - Oceanic Shoals opportunistic visual surveys of marine megafauna,N
dr18274,Nodding thistle biocontrol,N
dr19732,Manky Parrots: Mapping Psittacine Beak and Feather Disease in Australia,N
dr22046,Indigo Creek Nest Box project,Composite
dr15937,"Soela Voyage SO 2/85  - Seabird Observations, Australia (1985)",N
dr163,"Exotic terrestrial flatworms, Macquarie Island",N
dr23504,"Bumphead Parrotfish (Bolbometopon muricatum) observations at Ningaloo Reef, Australia (2008-2021)",N
dr448,Marine Education Society of Australasia,Y
dr16256,Winter Foraging Locations Of Southern Ocean Predators - sub-Antarctic islands 2008/09,N
dr17779,Kangaroo Island Dunnart Project,N
dr23241,"Seabird observations by Neil Cheshire on the Coral Geographer from Zanzibar to Fremantle, Indian Ocean (2023)",Not Coded
dr16648,Southern range extensions for twelve heterobranch sea slugs (Gastropoda: Heterobranchia) on the eastern coast of Australia,N
dr16913,"Sightings and strandings of the large, rarely observed jellyfish; Keesingia gigas Gershwin, 2014 (Cnidaria: Cubozoa: Carybdeida: Alatinidae) in north-western Australia",N
dr23169,"Crown-of-thorns starfish movement and feeding electivity data, Great Barrier Reef, Australia (2015)",N
dr16228,"Royal penguin Eudyptes schlegeli census, Macquarie Island, 1984",N
dr4611,CSIRO Yellow Box Fragmentation Project,N
dr16266,Ecology and Zoogeography of Parasites of Antarctic Fish,N
dr23194,"Isotopic niche overlap between sympatric Australian snubfin and humpback dolphins, inshore waters of the Great Barrier Reef, Australia (2014-2015)",N
dr661,Elgin Road 3 year observations,Y
dr16241,Squid collection from 1995/96 V4 BROKE,N
dr16259,Leopard and Weddell seal program  1999/2002,N
dr23227,"Ludmilla Creek Vegetation Survey, Northern Territory, Australia (1996)",Not Coded
dr18293,Boneseed biocontrol,N
dr15885,Bottlenose dolphin abundance in coastal Moreton Bay 2000,N
dr2139,Mulbring birds,Y
dr798,Queensland Microalgae Collection Database of Identified Species,N
dr7906,Tarrangower Cactus Control Group,Y
dr1099,Greg Dawe Sightings,Y
dr15922,"North Marine Region syngnathid collection records (DEW collation), Australia (1980-1998)",N
dr23112,Gulper Shark Survey - Flinders Research Zone Closure (September 2022): Voyage report DI202201,N
dr443,Tasmanian Multipedes,N
dr4614,Great Eastern Ranges - Kosciuszko to Coast,Y
dr19940,Flora Connections,Composite
dr22555,Macrofungi Hotspotting,Not Coded
dr3392,Working Wonders on Weeds  -  Community of Denmark W.A.,Y
dr7812,Natural Diversity Recovery Catchments - Invertebrates,N
dr18256,Docks biocontrol,N
dr19039,Willoughby Wildlife Watch,Composite
dr23160,"Distribution of Palinuridae and Scyllaridae phyllosoma larvae within the East Australian Current: a climate change hot spot, RV Investigator voyage IN2015_V03, Tasman Sea (2015)",N
dr16226,"2007-08 Voyage 3 of the Aurora Australis, CEAMARC-CASO Krill Data",N
dr19048,Getting Curious - Wetland Birds,Y
dr22557,Sloane's Champions: helping a Thurgoona local,Composite
dr23193,Distribution of Indo-Pacific Little Tern Sternula albifrons sinensis in Western Australia,N
dr13232,Squirrel Glider Monitoring Program Thurgoona/ Wirlinga,Y
dr16249,Sample summary and analysis of biopsy samples collected during the New Zealand Australian Antarctic Ecosystems Voyage 2015 ,N
dr7703,Berkeley subregion bats,N
dr14184,Greater Sydney - NSW Waterwatch,Y
dr19067,Nest Box Monitoring,Composite
dr22119,Streamwatch - Cooks River Catchment,Y
dr23205,"Aerial surveys of cetaceans in the Zeehan and Apollo Australian Marine Parks, Australia (2021-2022)",N
dr5304,Ecosystems of the sandstone region incl. sand-belt (SE of Melb.),N
dr480,Hydroids of the BANZARE Antarctic expeditions 1929 - 1931,N
dr19099,Alan Anderson Walk Trail Kalamunda - Flora and Fauna,Y
dr886,Porcupine Ray Hunt Data,Y
dr2026,"Biodiversity Surveys, South-east Arnhem Land",N
dr18264,Wheel cactus biocontrol,N
dr17781,Pademelon survey,Y
dr665,Reef Life Survey,Y
dr18250,Blackberry biocontrol,N
dr19725,Burnett Koala Program,Composite
dr16245,Kelp rafts in the Southern Ocean: intercontinental travel for sessile and semi-sessile organisms 2010,N
dr22250,Northern Inland Koala Habitat Restoration Project,Composite
dr461,Bugs for Bugs,N
dr521,Spiderzrule,Y
dr6430,Amanita Mushrooms at Western Australian Herbarium,N
dr734,Australian Museum Ichthyology - 2012 Inscription Point,N
dr7704,Berkeley subregion birds,N
dr15912,"Marine fauna sightings within Australian marine parks during surveys by the company BMT, Western Australia (2019)",N
dr19096,Blue Mountains Eco Monitoring,Composite
dr18261,Cylindropuntia spp. biocontrol,N
dr23177,"Black corals (Anthozoa: Antipatharia) from the deep (916 m2542 m) Coral Sea, north-eastern Australia",N
dr390,Australian Desert Fishes,N
dr16997,Snowgum dieback,Y
dr18273,Variegated thistle biocontrol,N
dr18275,Slender thistle biocontrol ,N
dr19062,Outdoor School - 15 Mile Creek ,Composite
dr21131,Wetlands & Wildlife Creations Group,Composite
dr23191,"Genomic sampling locations for ribbon weed (Posidonia australis) and wire weed (Amphibolis antarctica) in Shark Bay (Gathaagudu), Australia (2012-2019)",N
dr23206,"A Very Large Spawning Aggregation of the basketwork eel, Diastobranchus capensis, on the small (3 km2) Patience Seamount off southeast Australia.",N
dr23215,Condition of larvae of western rock lobster (Panulirus cygnus) in cyclonic and anticyclonic eddies of the Leeuwin Current off Western Australia (2011),N
dr474,Biology and population studies of two endemic orchid species on sub-Antarctic Macquarie Island,N
dr524,Steve's Australian Spider Pics,Y
dr6699,Biodiversity monitoring in Brunswick Valley Heritage Park Mullumbimby,N
dr18262,Opuntia spp. biocontrol,N
dr23192,New diagnostic descriptions and distribution information for Shepherd's beaked whale (Tasmacetus shepherdi) off Southern Australia and New Zealand (2008-2017),N
dr14193,Western - NSW Waterwatch,Y
dr15036,Western - NSW Waterwatch,Y
dr19075,Nest box monitoring project Walmer South Nature Conservation Reserve,Composite
dr13233,Valentin Moser Bats,N
dr739,Working on Country Indigenous Ranger Program,N
dr16263,Microalgal Biodiversity at Antarctica 2001/04,N
dr23210,"Role of winds and tides in timing of beach strandings, occurrence, and significance of swarms of the jellyfish Crambione mastigophora Mass 1903 (Scyphozoa: Rhizostomeae: Catostylidae) in north-western Australia",N
dr11694,Snowgum dieback,Y
dr16262,Venom on ice: Novel venoms from Antarctic marine animals 2007/08,N
dr19071,East Ballina Nest Box Project,Composite
dr2150,Tallagnada Orchids,Y
dr162,"Subantarctic Fur sealsat Heard Island, 1987/88",N
dr23155,"Seamount coral reefs are egg case nurseries for deep-sea skates, Tasman Fracture and Huon Australian Marine Parks (AMP), Tasmania, Australia (2018)",N
dr459,feral.org.au,N
dr5199,Mystaya,N
dr22563,Biodiversity at Arborlee,N
dr19046,Community monitoring of pools and watercourses in the Clare Valley,Y
dr19102,Western Ringtail Possum Project,Composite
dr20581,Boonah and District Landcare tube nest project,Composite
dr23246,"Abundant box jellyfish, Chironex sp. (Cnidaria: Cubozoa: Chirodropidae), discovered at depths of over 50 m on western Australian coastal reefs",N
dr19065,Darebin Creek ,Composite
dr18266,Blue heliotrope biocontrol,N
dr18271,Madeira vine biocontrol,N
dr1903,Spot Our Species,Y
dr19098,Australian elm tree project,Y
dr21708,SEQ Koala Habitat Restoration,Y
dr17875,Green and Golden Bell Frogs in the New South Wales Central Coast Region,Y
dr18774,"Multiple observations of Bigfin Squid (Magnapinna sp.) in the Great Australian Bight reveal distribution patterns, morphological characteristics, and rarely seen behaviour",N
dr6470,"Tracking saltwater crocodiles on the Wenlock River, Cape York, Queensland, Australia 2012_13",N
dr17758,Myrtleford Landcare Nest Box monitoring,Y
dr18268,Tutsan biocontrol,N
dr19090,Upside-down Jellyfish in Lake Macquarie,N
dr2140,Sydney Flatwing (Austroargiolestes isabellae) mating in the wheel position,N
dr5829,Searching for the yellow-bellied sea snake,Y
dr16812,A new pygmy species of box jellyfish (Cubozoa: Chirodropida) from sub-tropical Australia,N
dr19043,STREAM- Harrison's Creek Water Quality Monitoring,Y
dr4612,Flora and Fauna of Wamboin and Bywong,Y
dr19047,Community monitoring of pools and watercourses in the Barossa,Composite
dr19095,Rare Flora of the Sydney Basin Bioregion,N
dr22558,Parthenium biocontrol,N
dr22561,Darling Range Branch Nats visit Twin Creeks,N
dr455,Aussie-Info,Y
dr19033,Flora and Fauna of Penrith,Y
dr19055,Ironbark Gully Nature Revealed,Y
dr19068,Quolls in the Mary River Catchment- A Quoll Seekers Network survey,Y
dr19070,Australian tree-kangaroo sightings,N
dr19094,Leonora District High School biodiversity inventory,Y
dr22562,Warrumbungle Koala Project,Composite
dr23137,"Masses of the marine insect Pontomyia oceana at Ningaloo Reef, Western Australia",N
dr23159,"First report of the potentially toxic marine diatom Pseudo-nitzschia simulans (Bacillariophyceae) from the East Australian Current, Australia (2016)",N
dr23203,The second confirmed record and a significant range extension for the White Ribbon Eel (Pseudechidna brummeri) in Australia (2020),N
dr384,Australian Insect Common Names,N
dr4664,Scenic Rim Regional Council - Land for Wildlife Program,Y
dr4665,Scotland Island,Y
dr4667,Tidbinbilla Nature Recording System,N
dr4669,Tweed Council Koala Count,Y